,accession,y_hmm,y_dp
4295,WP_082565370.1 amylosucrase [Duganella sp. Root1480D1],0,0
4296,WP_168983601.1 amylosucrase [Bifidobacterium thermophilum],1,1
4297,SNT93419.1 amylosucrase [Clostridiales bacterium],1,1
4298,WP_175611867.1 DUF3459 domain-containing protein [Xanthomonas campestris],0,0
4299,WP_166765782.1 DUF3459 domain-containing protein [Xanthomonas arboricola],0,0
4300,WP_033505338.1 alpha-amylase family protein [Bifidobacterium pullorum],1,1
4301,WP_003483428.1 MULTISPECIES: amylosucrase [Xanthomonas],0,0
4302,WP_103092989.1 alpha-amylase family protein [Xanthomonas citri],0,0
4303,WP_101452481.1 amylosucrase [Bifidobacterium thermophilum],1,1
4304,WP_104561152.1 amylosucrase [Xanthomonas arboricola],0,0
4305,MBD5518077.1 amylosucrase [Lachnospiraceae bacterium],1,1
4306,WP_144367293.1 amylosucrase [[Ruminococcus] torques],1,1
4307,WP_075245682.1 amylosucrase [Xanthomonas oryzae],0,0
4308,KQZ40965.1 amylosucrase [Duganella sp. Root1480D1],0,0
4309,TXE22745.1 amylosucrase [[Empedobacter] haloabium],0,0
4310,WP_101625480.1 alpha-amylase family protein [Bifidobacterium imperatoris],1,1
4311,RFF47016.1 DUF3459 domain-containing protein [Xanthomonas campestris pv. incanae],0,0
4312,WP_118175817.1 MULTISPECIES: amylosucrase [unclassified Ruminococcus],1,1
4313,CVI67826.1 Amylosucrase [Clostridiales bacterium CHKCI001],1,1
4314,WP_044757068.1 amylosucrase [Xanthomonas oryzae],0,0
4315,WP_007963297.1 MULTISPECIES: alpha-amylase family protein [Xanthomonas],0,0
4316,WP_163429396.1 amylosucrase [Eubacterium ruminantium],1,1
4317,WP_196321838.1 alpha-amylase family protein [Bifidobacterium dentium],1,1
4318,WP_007971203.1 alpha-amylase family protein [Xanthomonas citri],0,0
4319,WP_099207320.1 alpha-amylase family protein [Xanthomonas citri],0,0
4320,WP_183684767.1 alpha-glucosidase C-terminal domain-containing protein [Oribacterium sinus],1,1
4321,"HCL10615.1 TPA: amylosucrase, partial [Alteromonas sp.]",1,1
4322,WP_118110954.1 amylosucrase [Ruminococcus sp. AM57-5],1,1
4323,WP_055158233.1 MULTISPECIES: amylosucrase [Clostridiales],1,1
4324,RKI39237.1 amylosucrase [bacterium D16-59],1,1
4325,WP_026503152.1 amylosucrase [Bifidobacterium boum],1,1
4326,WP_118106846.1 amylosucrase [Ruminococcus sp. OM04-4AA],1,1
4327,WP_014504548.1 amylosucrase [Xanthomonas oryzae],0,0
4328,WP_003842696.1 alpha-amylase family protein [Bifidobacterium dentium],1,1
4329,WP_104648797.1 MULTISPECIES: DUF3459 domain-containing protein [Xanthomonas],0,0
4330,WP_046344237.1 amylosucrase [Xanthomonas arboricola],0,0
4331,"KFJ08006.1 alpha amylase, catalytic domain protein [Bifidobacterium thermophilum]",1,1
4332,WP_117908610.1 amylosucrase [Ruminococcus sp. AF32-2AC],1,1
4333,WP_196330044.1 alpha-amylase family protein [Bifidobacterium dentium],1,1
4334,WP_004036602.1 hypothetical protein [Clostridium sp. MD294],1,1
4335,WP_133265369.1 amylosucrase [Xanthomonas oryzae],0,0
4336,EHO16106.1 hypothetical protein HMPREF9623_01652 [Stomatobaculum longum],1,1
4337,CDA14898.1 glycosidases [Firmicutes bacterium CAG:212],1,1
4338,SCH07957.1 Amylosucrase [uncultured Clostridium sp.],1,1
4339,NBI86079.1 amylosucrase [Lachnospiraceae bacterium],1,1
4340,WP_117915879.1 amylosucrase [Ruminococcus sp. AF12-5],1,1
4341,WP_104560021.1 amylosucrase [Xanthomonas arboricola],0,0
4342,MBD5480857.1 amylosucrase [Lachnospiraceae bacterium],1,1
4343,WP_186995485.1 amylosucrase [Blautia sp. M29],1,1
4344,WP_003837488.1 alpha-amylase family protein [Bifidobacterium dentium],1,1
4345,WP_195451559.1 alpha-amylase family protein [Bifidobacterium dentium],1,1
4346,PYF18766.1 maltopentaose-forming alpha-amylase [Duganella sp. GV083],0,0
4347,WP_119130967.1 MULTISPECIES: DUF3459 domain-containing protein [Xanthomonas],0,0
4348,WP_110845529.1 MULTISPECIES: Beta-galactosidase C-terminal domain [unclassified Duganella],0,0
4349,EOS31565.1 hypothetical protein C807_01431 [Lachnospiraceae bacterium 28-4],1,1
4350,WP_184625865.1 amylosucrase [Xanthomonas arboricola],0,0
4351,WP_166749260.1 MULTISPECIES: amylosucrase [Xanthomonas],0,0
4352,WP_152808481.1 amylosucrase [Rugamonas sp. FT103W],0,0
4353,HAP03462.1 TPA: amylosucrase [Lachnospiraceae bacterium],1,1
4354,MTA13228.1 alpha-amylase [Actinobacteria bacterium],1,1
4355,WP_118666280.1 MULTISPECIES: alpha-amylase family protein [unclassified Blautia],1,1
4356,RXV86707.1 amylosucrase [bacterium 1XD8-92],1,1
4357,WP_118198793.1 amylosucrase [Coprococcus comes],1,1
4358,MBF1004368.1 amylosucrase [Lachnospiraceae bacterium],1,1
4359,WP_038498336.1 alpha-amylase family protein [Janthinobacterium agaricidamnosum],0,0
4360,MBD8540766.1 amylosucrase [Oxalobacteraceae sp. CFBP 8761],0,0
4361,"OAD88126.1 alpha amylase, catalytic domain protein [Clostridiales bacterium KLE1615]",1,1
4362,WP_155204400.1 amylosucrase [Mediterraneibacter faecis],1,1
4363,WP_117835226.1 MULTISPECIES: amylosucrase [unclassified Ruminococcus],1,1
4364,WP_117875006.1 amylosucrase [Ruminococcus sp. AF24-16],1,1
4365,WP_055172641.1 amylosucrase [[Ruminococcus] torques],1,1
4366,WP_116905883.1 amylosucrase [Xanthomonas nasturtii],0,0
4367,WP_099804621.1 amylosucrase [Xanthomonas citri],0,0
4368,WP_118718998.1 MULTISPECIES: alpha-amylase family protein [Lachnospiraceae],1,1
4369,WP_196794823.1 amylosucrase [Oribacterium sp. oral taxon 078],1,1
4370,WP_029220852.1 amylosucrase [Xanthomonas cassavae],0,0
4371,HCM92144.1 TPA: amylosucrase [Lachnospiraceae bacterium],1,1
4372,CDG80999.1 sucrose hydrolase [Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628],0,0
4373,WP_064629289.1 amylosucrase [Xanthomonas nasturtii],0,0
4374,WP_184389231.1 amylosucrase [Xanthomonas arboricola],0,0
4375,WP_144885224.1 alpha-glucosidase C-terminal domain-containing protein [Lacibacter cauensis],1,1
4376,WP_055218108.1 alpha-amylase family protein [Fusicatenibacter saccharivorans],1,1
4377,"WP_039429378.1 alpha-amylase family protein, partial [Xanthomonas vesicatoria]",0,0
4378,WP_184362040.1 DUF3459 domain-containing protein [Xanthomonas arboricola],0,0
4379,WP_055146779.1 amylosucrase [[Ruminococcus] torques],1,1
4380,CBL25412.1 Glycosidases [[Ruminococcus] torques L2-14],1,1
4381,NBJ93592.1 amylosucrase [bacterium 1xD42-62],1,1
4382,WP_126944524.1 DUF3459 domain-containing protein [Xanthomonas sp. BRIP62418],0,0
4383,WP_195997735.1 alpha-amylase family protein [Blautia wexlerae],1,1
4384,HAT02822.1 TPA: amylosucrase [Oribacterium sp.],1,1
4385,"EEQ56866.1 alpha amylase, catalytic domain protein [Clostridiales bacterium 1_7_47FAA]",1,1
4386,OKZ49483.1 amylosucrase [Clostridiales bacterium 41_21_two_genomes],1,1
4387,MBD5535486.1 amylosucrase [Lachnospiraceae bacterium],1,1
4388,WP_024710594.1 amylosucrase [Xanthomonas oryzae],0,0
4389,WP_121671235.1 amylosucrase [Janthinobacterium agaricidamnosum],0,0
4390,NBZ99010.1 amylosucrase [Betaproteobacteria bacterium],0,0
4391,WP_117826959.1 MULTISPECIES: amylosucrase [unclassified Ruminococcus],1,1
4392,WP_184630522.1 DUF3459 domain-containing protein [Xanthomonas arboricola],0,0
4393,"HBG96367.1 TPA: alpha-amylase, partial [Chromatiaceae bacterium]",1,1
4394,MBF1008668.1 amylosucrase [Lachnospiraceae bacterium],1,1
4395,NDB43067.1 amylosucrase [Betaproteobacteria bacterium],0,0
4396,WP_086432110.1 alpha-amylase family protein [Eggerthia catenaformis],1,1
4397,WP_117579192.1 MULTISPECIES: amylosucrase [unclassified Ruminococcus],1,1
4398,WP_089142134.1 amylosucrase [Xanthomonas citri],0,0
4399,WP_180312936.1 amylosucrase [Xanthomonas hortorum],0,0
4400,MXP74115.1 amylosucrase [Lachnospiraceae bacterium WCA-9-b2],1,1
4401,OEZ62224.1 amylosucrase [Duganella sp. HH105],0,0
4402,NRR31027.1 amylosucrase [Oxalobacteraceae bacterium],0,0
4403,RKJ48633.1 amylosucrase [bacterium 1XD42-54],1,1
4404,NOT88589.1 amylosucrase [Lysobacter sp.],0,0
4405,KFI81779.1 putative Amylosucrase [Bifidobacterium pullorum],1,1
4406,WP_026624992.1 alpha-amylase family protein [Eggerthia catenaformis],1,1
4407,WP_117568417.1 amylosucrase [Ruminococcus sp. AM09-18-1],1,1
4408,MBB5198594.1 amylosucrase [Glaciimonas immobilis],0,0
4409,WP_168053553.1 amylosucrase [Glaciimonas immobilis],0,0
4410,PWM40439.1 amylosucrase [Clostridiales bacterium],1,1
4411,MBF0994799.1 amylosucrase [Lachnospiraceae bacterium],1,1
4412,WP_099802280.1 MULTISPECIES: alpha-amylase family protein [Xanthomonas],0,0
4413,WP_173648766.1 amylosucrase [Erysipelothrix rhusiopathiae],1,1
4414,WP_070358399.1 amylosucrase [Duganella sp. HH105],0,0
4415,WP_107043990.1 alpha-amylase family protein [Bifidobacterium callitrichos],1,1
4416,WP_003021927.1 alpha-amylase family protein [Blautia hansenii],1,1
4417,GGX06816.1 amylosucrase [Undibacterium macrobrachii],0,0
4418,WP_112938407.1 amylosucrase [Massilia sp. YMA4],0,0
4419,WP_074661819.1 alpha-amylase family protein [Enterocloster clostridioformis],1,1
4420,WP_055825060.1 amylosucrase [Xanthomonas sp. Leaf131],0,0
4421,WP_047340148.1 amylosucrase [Xanthomonas oryzae],0,0
4422,WP_104544794.1 amylosucrase [Xanthomonas arboricola],0,0
4423,"WP_102293653.1 amylosucrase, partial [Janthinobacterium sp. AD80]",0,0
4424,WP_194271795.1 alpha-amylase family protein [Xanthomonas citri],0,0
4425,RKI91401.1 amylosucrase [bacterium 0.1xD8-82],1,1
4426,"EEF26817.1 alpha-amylase, putative, partial [Ricinus communis]",0,0
4427,OEZ53708.1 amylosucrase [Janthinobacterium sp. HH100],0,0
4428,WP_131149306.1 amylosucrase [Massilia albidiflava],0,0
4429,WP_070220771.1 MULTISPECIES: amylosucrase [unclassified Janthinobacterium],0,0
4430,"HGS83682.1 TPA: hypothetical protein ENT39_02325, partial [Chloroflexi bacterium]",1,1
4431,WP_176341980.1 amylosucrase [Xanthomonas hortorum],0,0
4432,WP_156398113.1 MULTISPECIES: amylosucrase [unclassified Duganella],0,0
4433,NBQ07252.1 amylosucrase [Betaproteobacteria bacterium],0,0
4434,WP_092992404.1 amylosucrase [Sarcina sp. DSM 11001],1,1
4435,NBH27871.1 amylosucrase [Lachnospiraceae bacterium],1,1
4436,MBF0999954.1 amylosucrase [Lachnospiraceae bacterium],1,1
4437,WP_033519499.1 amylosucrase [Bifidobacterium scardovii],1,1
4438,WP_029575781.1 amylosucrase [Bifidobacterium thermacidophilum],1,1
4439,KQV47757.1 amylosucrase [Duganella sp. Root336D2],0,0
4440,MBK9152016.1 alpha-amylase [Saprospiraceae bacterium],1,1
4441,WP_166763041.1 DUF3459 domain-containing protein [Xanthomonas arboricola],0,0
4442,WP_044750874.1 amylosucrase [Xanthomonas oryzae],0,0
4443,WP_015451033.1 glycosidase [Bifidobacterium thermophilum],1,1
4444,SPT55018.1 Amylosucrase [Actinomyces bovis],1,1
4445,WP_078561284.1 amylosucrase [Xanthomonas axonopodis],0,0
4446,NVJ63744.1 alpha-amylase [Flavobacteriaceae bacterium],1,1
4447,WP_172458385.1 MULTISPECIES: alpha-amylase [Actinomyces],1,1
4448,WP_117960775.1 amylosucrase [Ruminococcus sp. AF31-14BH],1,1
4449,CAD7714002.1 Amylosucrase [Xanthomonas sp. LMG 31884],0,0
4450,WP_033492776.1 amylosucrase [Bifidobacterium thermophilum],1,1
4451,WP_072851971.1 amylosucrase [Lactonifactor longoviformis],1,1
4452,GFI23816.1 amylosucrase [Lachnospiraceae bacterium],1,1
4453,WP_126535540.1 amylosucrase [Aerosticca soli],0,0
4454,EGG83687.1 hypothetical protein HMPREF0992_01482 [Lachnospiraceae bacterium 6_1_63FAA],1,1
4455,NDE24545.1 amylosucrase [Betaproteobacteria bacterium],0,0
4456,WP_184357136.1 DUF3459 domain-containing protein [Xanthomonas campestris],0,0
4457,CAD7724033.1 Amylosucrase [Xanthomonas sp. LMG 31885],0,0
4458,HCA21857.1 TPA: amylosucrase [Lachnospiraceae bacterium],1,1
4459,WP_145508705.1 amylosucrase [Xanthomonas citri],0,0
4460,MBE6479099.1 amylosucrase [Olsenella sp.],1,1
4461,WP_017879568.1 hypothetical protein [Janthinobacterium sp. CG3],0,0
4462,WP_115050014.1 DUF3459 domain-containing protein [Xanthomonas arboricola],0,0
4463,WP_106788393.1 amylosucrase [Massilistercora timonensis],1,1
4464,WP_166752193.1 amylosucrase [Xanthomonas campestris],0,0
4465,MBF1000682.1 amylosucrase [Lachnospiraceae bacterium],1,1
4466,RGY77618.1 amylosucrase [Bifidobacterium pseudocatenulatum],1,1
4467,WP_026510666.1 amylosucrase [Butyrivibrio sp. LC3010],1,1
4468,WP_118177904.1 amylosucrase [Ruminococcus sp. AM33-14],1,1
4469,MBF0997556.1 amylosucrase [Lachnospiraceae bacterium],1,1
4470,"NNC75862.1 alpha-amylase, partial [Acidimicrobiia bacterium]",1,1
4471,WP_152581556.1 amylosucrase [Bifidobacterium tibiigranuli],1,1
4472,WP_016849119.1 MULTISPECIES: amylosucrase [Xanthomonas],0,0
4473,WP_167766762.1 DUF3459 domain-containing protein [Xanthomonas arboricola],0,0
4474,WP_048484964.1 amylosucrase [Xanthomonas oryzae],0,0
4475,MBF1013273.1 amylosucrase [Lachnospiraceae bacterium],1,1
4476,WP_017115884.1 alpha-amylase family protein [Xanthomonas vasicola],0,0
4477,NDD01193.1 amylosucrase [Betaproteobacteria bacterium],0,0
4478,MBE5827608.1 amylosucrase [Butyrivibrio sp.],1,1
4479,RKJ06616.1 amylosucrase [bacterium D16-54],1,1
4480,MBC7886625.1 alpha-amylase [Ferruginibacter sp.],1,1
4481,MBF1022912.1 amylosucrase [Lachnospiraceae bacterium],1,1
4482,WP_130186050.1 amylosucrase [Massilia lutea],0,0
4483,WP_094442275.1 amylosucrase [Janthinobacterium sp. PC23-8],0,0
4484,WP_044914494.1 amylosucrase [Butyrivibrio sp. WCE2006],1,1
4485,WP_026490952.1 MULTISPECIES: amylosucrase [unclassified Butyrivibrio],1,1
4486,WP_104549763.1 amylosucrase [Xanthomonas hortorum],0,0
4487,HCI73219.1 TPA: amylosucrase [Lachnospiraceae bacterium],1,1
4488,WP_128708518.1 alpha-amylase family protein [Xanthomonas perforans],0,0
4489,NBH73898.1 amylosucrase [Clostridiaceae bacterium],1,1
4490,RGD02508.1 amylosucrase [Lachnospiraceae bacterium AM25-22],1,1
4491,WP_109057692.1 alpha-amylase family protein [Bifidobacterium callitrichidarum],1,1
4492,PIE07915.1 alpha-amylase [Rhodobacterales bacterium],1,1
4493,WP_157404273.1 amylosucrase [Schaedlerella arabinosiphila],1,1
4494,MBF1018619.1 amylosucrase [Lachnospiraceae bacterium],1,1
4495,WP_008573637.1 alpha-amylase family protein [Xanthomonas perforans],0,0
4496,WP_142798765.1 amylosucrase [Xanthomonas perforans],0,0
4497,MBF1030327.1 amylosucrase [Lachnospiraceae bacterium],1,1
4498,WP_104646310.1 amylosucrase [Xanthomonas arboricola],0,0
4499,WP_057682104.1 alpha-amylase family protein [Xanthomonas euvesicatoria],0,0
4500,MBE7726833.1 amylosucrase [Enterocloster citroniae],1,1
4501,WP_167763714.1 amylosucrase [Xanthomonas arboricola],0,0
4502,WP_078537282.1 amylosucrase [Xanthomonas axonopodis],0,0
4503,AQS77780.1 amylosucrase [Xanthomonas perforans 91-118],0,0
4504,MBD5490990.1 amylosucrase [Lachnospiraceae bacterium],1,1
4505,WP_202424052.1 DUF3459 domain-containing protein [Duganella sp. FT50W],0,0
4506,WP_155004483.1 amylosucrase [Xanthomonas perforans],0,0
4507,"pdb|3CZK|A Chain A, Sucrose hydrolase",0,0
4508,MYM82572.1 DUF3459 domain-containing protein [Duganella sp. FT50W],0,0
4509,WP_186881533.1 amylosucrase [Undibacterium sp. CY7W],0,0
4510,WP_004802811.1 alpha-amylase family protein [Eggerthia catenaformis],1,1
4511,"KFI99226.1 alpha amylase, catalytic domain protein [Bifidobacterium porcinum]",1,1
4512,WP_168958245.1 amylosucrase [Xanthomonas hortorum],0,0
4513,MST51355.1 amylosucrase [Clostridiales Family XIII bacterium WCA-MUC-591-APC-3H],1,1
4514,WP_039434319.1 alpha-amylase family protein [Xanthomonas vasicola],0,0
4515,WP_184420967.1 MULTISPECIES: alpha-amylase family protein [Xanthomonas],0,0
4516,OUP00107.1 amylosucrase [Drancourtella sp. An210],1,1
4517,GFI15177.1 amylosucrase [Lachnospiraceae bacterium],1,1
4518,MBE5870032.1 amylosucrase [Lachnospiraceae bacterium],1,1
4519,WP_136733917.1 alpha-amylase family protein [Xanthomonas euvesicatoria],0,0
4520,GFI36343.1 amylosucrase [Lachnospiraceae bacterium],1,1
4521,HAV28117.1 TPA: amylosucrase [Lachnospiraceae bacterium],1,1
4522,WP_075712883.1 alpha-amylase family protein [Eubacterium sp. 68-3-10],1,1
4523,RGH47687.1 amylosucrase [Ruminococcus sp. AM36-5],1,1
4524,WP_104586821.1 alpha-amylase family protein [Xanthomonas melonis],0,0
4525,NBJ99664.1 amylosucrase [bacterium 1xD8-48],1,1
4526,NSK92595.1 amylosucrase [Blautia massiliensis],1,1
4527,WP_162020601.1 amylosucrase [Undibacterium sp. B2R-29],0,0
4528,RGF21817.1 amylosucrase [Firmicutes bacterium AM10-47],1,1
4529,WP_092277130.1 MULTISPECIES: Beta-galactosidase C-terminal domain [unclassified Duganella],0,0
4530,WP_104584001.1 MULTISPECIES: DUF3459 domain-containing protein [Xanthomonas],0,0
4531,MBE5808909.1 amylosucrase [Clostridiales bacterium],1,1
4532,WP_057663755.1 alpha-amylase family protein [Xanthomonas citri],0,0
4533,WP_087203094.1 alpha-amylase family protein [Drancourtella sp. An210],1,1
4534,QCU03906.1 amylosucrase [Blautia sp. SC05B48],1,1
4535,OUP63084.1 amylosucrase [Drancourtella sp. An177],1,1
4536,WP_187557994.1 amylosucrase [Blautia stercoris],1,1
4537,WP_141567591.1 alpha-amylase [Serinicoccus profundi],1,1
4538,WP_087212859.1 alpha-amylase family protein [Drancourtella sp. An177],1,1
4539,WP_167090459.1 amylosucrase [Massilia frigida],0,0
4540,WP_024463222.1 alpha-amylase family protein [Bifidobacterium subtile],1,1
4541,TAH00707.1 alpha-amylase [Sphingobacteriales bacterium],1,1
4542,WP_127171254.1 alpha-amylase family protein [Xanthomonas euvesicatoria],0,0
4543,WP_065627874.1 alpha-amylase family protein [Xanthomonas euvesicatoria],0,0
4544,WP_010376678.1 alpha-amylase family protein [Xanthomonas vasicola],0,0
4545,WP_017121471.1 alpha-amylase family protein [Xanthomonas vasicola],0,0
4546,"EEG89013.1 alpha amylase, catalytic domain protein [Coprococcus comes ATCC 27758]",1,1
4547,NSG61815.1 amylosucrase [Blautia massiliensis],1,1
4548,WP_039417695.1 alpha-amylase family protein [Xanthomonas euvesicatoria],0,0
4549,WP_087316374.1 alpha-amylase family protein [Eubacterium sp. An11],1,1
4550,RHU09009.1 amylosucrase [Ruminococcus sp. AM26-12LB],1,1
4551,WP_140444566.1 MULTISPECIES: amylosucrase [unclassified Bifidobacterium],1,1
4552,MBC7628218.1 alpha-amylase [Ferruginibacter sp.],1,1
4553,MZL53865.1 amylosucrase [Blautia massiliensis],1,1
4554,WP_191188012.1 alpha-amylase [Mucilaginibacter pankratovii],1,1
4555,RGH46892.1 amylosucrase [Ruminococcus sp. AM41-10BH],1,1
4556,WP_150383367.1 amylosucrase [Bifidobacterium rousetti],1,1
4557,WP_081887256.1 alpha-amylase family protein [Bifidobacterium callitrichos],1,1
4558,WP_115677381.1 DUF3459 domain-containing protein [Xanthomonas euroxanthea],0,0
4559,PWY59642.1 amylosucrase [Blautia sp. BCRC 81119],1,1
4560,MBE5703261.1 amylosucrase [Ruminococcus sp.],1,1
4561,NSJ98953.1 amylosucrase [Blautia massiliensis],1,1
4562,WP_087911044.1 alpha-amylase family protein [Xanthomonas vasicola],0,0
4563,"MBL7750477.1 alpha-glucosidase C-terminal domain-containing protein, partial [Chitinophagaceae bacterium]",1,1
4564,WP_115556726.1 amylosucrase [Xanthomonas campestris],0,0
4565,"HAH44602.1 TPA: amylosucrase, partial [Planctomycetaceae bacterium]",1,1
4566,WP_147899713.1 alpha-amylase [Serinicoccus profundi],1,1
4567,WP_099916007.1 amylosucrase [Massilia psychrophila],0,0
4568,NSK69691.1 amylosucrase [Blautia massiliensis],1,1
4569,WP_186902907.1 amylosucrase [Undibacterium sp. CY22W],0,0
4570,WP_107041529.1 alpha-amylase family protein [Bifidobacterium callitrichos],1,1
4571,WP_138002320.1 amylosucrase [Robinsoniella peoriensis],1,1
4572,WP_081998953.1 amylosucrase [Robinsoniella peoriensis],1,1
4573,WP_014091021.1 amylosucrase [Xanthomonas euvesicatoria],0,0
4574,TPF93266.1 amylosucrase [Bifidobacterium sp. UTBIF-78],1,1
4575,CAJ25349.1 sucrose hydrolase [Xanthomonas campestris pv. vesicatoria str. 85-10],0,0
4576,RZT08054.1 maltopentaose-forming alpha-amylase [Duganella sp. BK701],0,0
4577,RKJ46769.1 amylosucrase [bacterium 1XD8-76],1,1
4578,WP_103988155.1 alpha-amylase family protein [Eubacterium ruminantium],1,1
